,,,,,Monthly,,,,,,,,Annual,,,,,,,,Rankings,,,,
15,AL,1029,Cleburne County,2p0c,594,623,1304,941,431,0,655,4547,"$7,128","$7,476","$15,648","$11,292","$5,172",$0,"$7,860","$54,564","  71,833 ",67,54,55,20
15,AL,1029,Cleburne County,2p1c,741,776,1432,1168,537,442,754,5849,"$8,892","$9,312","$17,184","$14,016","$6,444","$5,304","$9,048","$70,188","  71,833 ",67,54,55,20
15,AL,1029,Cleburne County,2p2c,741,982,1526,1395,610,833,797,6884,"$8,892","$11,784","$18,312","$16,740","$7,320","$9,996","$9,564","$82,608","  71,833 ",67,54,55,20
15,AL,1029,Cleburne County,2p3c,966,1199,1595,1622,767,954,891,7993,"$11,592","$14,388","$19,140","$19,464","$9,204","$11,448","$10,692","$95,916","  71,833 ",67,54,55,20
15,AL,1029,Cleburne County,2p4c,966,1468,1725,1849,862,954,1102,8925,"$11,592","$17,616","$20,700","$22,188","$10,344","$11,448","$13,224","$107,100","  71,833 ",67,54,55,20
16,AL,1031,Coffee County,1p0c,607,360,1116,470,343,0,556,3452,"$7,284","$4,320","$13,392","$5,640","$4,116",$0,"$6,672","$41,424","  76,211 ",67,42,61,13
16,AL,1031,Coffee County,1p1c,803,531,1375,697,472,395,627,4901,"$9,636","$6,372","$16,500","$8,364","$5,664","$4,740","$7,524","$58,812","  76,211 ",67,42,61,13
16,AL,1031,Coffee County,1p2c,803,777,1582,924,560,761,725,6132,"$9,636","$9,324","$18,984","$11,088","$6,720","$9,132","$8,700","$73,584","  76,211 ",67,42,61,13
16,AL,1031,Coffee County,1p3c,1141,1038,1684,1152,771,874,988,7648,"$13,692","$12,456","$20,208","$13,824","$9,252","$10,488","$11,856","$91,776","  76,211 ",67,42,61,13
16,AL,1031,Coffee County,1p4c,1141,1271,1757,1379,854,874,1221,8496,"$13,692","$15,252","$21,084","$16,548","$10,248","$10,488","$14,652","$101,952","  76,211 ",67,42,61,13
16,AL,1031,Coffee County,2p0c,625,661,1320,941,455,0,681,4683,"$7,500","$7,932","$15,840","$11,292","$5,460",$0,"$8,172","$56,196","  76,211 ",67,42,61,13
16,AL,1031,Coffee County,2p1c,803,823,1519,1168,576,395,800,6084,"$9,636","$9,876","$18,228","$14,016","$6,912","$4,740","$9,600","$73,008","  76,211 ",67,42,61,13
16,AL,1031,Coffee County,2p2c,803,1041,1615,1395,653,761,843,7111,"$9,636","$12,492","$19,380","$16,740","$7,836","$9,132","$10,116","$85,332","  76,211 ",67,42,61,13
16,AL,1031,Coffee County,2p3c,1141,1271,1684,1622,854,874,981,8427,"$13,692","$15,252","$20,208","$19,464","$10,248","$10,488","$11,772","$101,124","  76,211 ",67,42,61,13
16,AL,1031,Coffee County,2p4c,1141,1556,1738,1849,955,874,1198,9311,"$13,692","$18,672","$20,856","$22,188","$11,460","$10,488","$14,376","$111,732","  76,211 ",67,42,61,13
17,AL,1033,Colbert County,1p0c,605,353,1065,486,339,0,544,3392,"$7,260","$4,236","$12,780","$5,832","$4,068",$0,"$6,528","$40,704","  69,400 ",67,12,24,27
17,AL,1033,Colbert County,1p1c,855,520,1309,721,487,613,684,5188,"$10,260","$6,240","$15,708","$8,652","$5,844","$7,356","$8,208","$62,256","  69,400 ",67,12,24,27
17,AL,1033,Colbert County,1p2c,855,761,1444,955,572,1183,846,6616,"$10,260","$9,132","$17,328","$11,460","$6,864","$14,196","$10,152","$79,392","  69,400 ",67,12,24,27
17,AL,1033,Colbert County,1p3c,1054,1017,1607,1190,733,1358,1103,8062,"$12,648","$12,204","$19,284","$14,280","$8,796","$16,296","$13,236","$96,744","  69,400 ",67,12,24,27
17,AL,1033,Colbert County,1p4c,1054,1245,1678,1425,814,1358,1338,8912,"$12,648","$14,940","$20,136","$17,100","$9,768","$16,296","$16,056","$106,944","  69,400 ",67,12,24,27
17,AL,1033,Colbert County,2p0c,650,647,1260,972,459,0,678,4666,"$7,800","$7,764","$15,120","$11,664","$5,508",$0,"$8,136","$55,992","  69,400 ",67,12,24,27
17,AL,1033,Colbert County,2p1c,855,806,1387,1207,588,613,843,6297,"$10,260","$9,672","$16,644","$14,484","$7,056","$7,356","$10,116","$75,564","  69,400 ",67,12,24,27
17,AL,1033,Colbert County,2p2c,855,1019,1544,1441,663,1183,952,7658,"$10,260","$12,228","$18,528","$17,292","$7,956","$14,196","$11,424","$91,896","  69,400 ",67,12,24,27
17,AL,1033,Colbert County,2p3c,1054,1245,1611,1676,814,1358,1082,8840,"$12,648","$14,940","$19,332","$20,112","$9,768","$16,296","$12,984","$106,080","  69,400 ",67,12,24,27
17,AL,1033,Colbert County,2p4c,1054,1524,1664,1911,913,1358,1302,9726,"$12,648","$18,288","$19,968","$22,932","$10,956","$16,296","$15,624","$116,712","  69,400 ",67,12,24,27
18,AL,1035,Conecuh County,1p0c,560,311,1188,487,308,0,546,3402,"$6,720","$3,732","$14,256","$5,844","$3,696",$0,"$6,552","$40,824","  55,380 ",67,31,9,59
18,AL,1035,Conecuh County,1p1c,740,459,1430,723,424,559,642,4977,"$8,880","$5,508","$17,160","$8,676","$5,088","$6,708","$7,704","$59,724","  55,380 ",67,31,9,59
18,AL,1035,Conecuh County,1p2c,740,671,1572,959,500,1119,775,6335,"$8,880","$8,052","$18,864","$11,508","$6,000","$13,428","$9,300","$76,020","  55,380 ",67,31,9,59
18,AL,1035,Conecuh County,1p3c,1008,896,1677,1194,674,1291,1019,7759,"$12,096","$10,752","$20,124","$14,328","$8,088","$15,492","$12,228","$93,108","  55,380 ",67,31,9,59
18,AL,1035,Conecuh County,1p4c,1008,1097,1754,1430,745,1291,1240,8564,"$12,096","$13,164","$21,048","$17,160","$8,940","$15,492","$14,880","$102,768","  55,380 ",67,31,9,59
18,AL,1035,Conecuh County,2p0c,655,570,1367,975,434,0,681,4682,"$7,860","$6,840","$16,404","$11,700","$5,208",$0,"$8,172","$56,184","  55,380 ",67,31,9,59
18,AL,1035,Conecuh County,2p1c,740,710,1501,1210,513,559,788,6022,"$8,880","$8,520","$18,012","$14,520","$6,156","$6,708","$9,456","$72,264","  55,380 ",67,31,9,59
18,AL,1035,Conecuh County,2p2c,740,898,1599,1446,580,1119,871,7253,"$8,880","$10,776","$19,188","$17,352","$6,960","$13,428","$10,452","$87,036","  55,380 ",67,31,9,59
18,AL,1035,Conecuh County,2p3c,1008,1097,1670,1682,745,1291,997,8490,"$12,096","$13,164","$20,040","$20,184","$8,940","$15,492","$11,964","$101,880","  55,380 ",67,31,9,59
18,AL,1035,Conecuh County,2p4c,1008,1343,1806,1917,832,1291,1226,9424,"$12,096","$16,116","$21,672","$23,004","$9,984","$15,492","$14,712","$113,088","  55,380 ",67,31,9,59
19,AL,1037,Coosa County,1p0c,579,332,1171,487,322,0,555,3447,"$6,948","$3,984","$14,052","$5,844","$3,864",$0,"$6,660","$41,364","  64,482 ",67,49,28,38
19,AL,1037,Coosa County,1p1c,766,489,1404,723,444,442,625,4892,"$9,192","$5,868","$16,848","$8,676","$5,328","$5,304","$7,500","$58,704","  64,482 ",67,49,28,38
19,AL,1037,Coosa County,1p2c,766,715,1541,959,524,833,702,6040,"$9,192","$8,580","$18,492","$11,508","$6,288","$9,996","$8,424","$72,480","  64,482 ",67,49,28,38
19,AL,1037,Coosa County,1p3c,932,955,1642,1194,668,954,867,7211,"$11,184","$11,460","$19,704","$14,328","$8,016","$11,448","$10,404","$86,532","  64,482 ",67,49,28,38
19,AL,1037,Coosa County,1p4c,932,1169,1716,1430,744,954,1096,8040,"$11,184","$14,028","$20,592","$17,160","$8,928","$11,448","$13,152","$96,480","  64,482 ",67,49,28,38
19,AL,1037,Coosa County,2p0c,589,608,1344,975,424,0,666,4606,"$7,068","$7,296","$16,128","$11,700","$5,088",$0,"$7,992","$55,272","  64,482 ",67,49,28,38
19,AL,1037,Coosa County,2p1c,766,757,1473,1210,539,442,777,5963,"$9,192","$9,084","$17,676","$14,520","$6,468","$5,304","$9,324","$71,556","  64,482 ",67,49,28,38
19,AL,1037,Coosa County,2p2c,766,957,1567,1446,610,833,821,7001,"$9,192","$11,484","$18,804","$17,352","$7,320","$9,996","$9,852","$84,012","  64,482 ",67,49,28,38
19,AL,1037,Coosa County,2p3c,932,1170,1637,1682,744,954,895,8013,"$11,184","$14,040","$19,644","$20,184","$8,928","$11,448","$10,740","$96,156","  64,482 ",67,49,28,38
19,AL,1037,Coosa County,2p4c,932,1432,1770,1917,837,954,1108,8949,"$11,184","$17,184","$21,240","$23,004","$10,044","$11,448","$13,296","$107,388","  64,482 ",67,49,28,38
20,AL,1039,Covington County,1p0c,558,309,1143,470,307,0,530,3317,"$6,696","$3,708","$13,716","$5,640","$3,684",$0,"$6,360","$39,804","  66,211 ",67,46,37,35
20,AL,1039,Covington County,1p1c,740,456,1369,697,423,543,615,4843,"$8,880","$5,472","$16,428","$8,364","$5,076","$6,516","$7,380","$58,116","  66,211 ",67,46,37,35
20,AL,1039,Covington County,1p2c,740,667,1501,924,498,1080,726,6137,"$8,880","$8,004","$18,012","$11,088","$5,976","$12,960","$8,712","$73,644","  66,211 ",67,46,37,35
20,AL,1039,Covington County,1p3c,986,890,1598,1152,664,1245,940,7476,"$11,832","$10,680","$19,176","$13,824","$7,968","$14,940","$11,280","$89,712","  66,211 ",67,46,37,35
20,AL,1039,Covington County,1p4c,986,1090,1669,1379,735,1245,1157,8262,"$11,832","$13,080","$20,028","$16,548","$8,820","$14,940","$13,884","$99,144","  66,211 ",67,46,37,35
20,AL,1039,Covington County,2p0c,562,567,1310,941,400,0,627,4406,"$6,744","$6,804","$15,720","$11,292","$4,800",$0,"$7,524","$52,872","  66,211 ",67,46,37,35
20,AL,1039,Covington County,2p1c,740,706,1434,1168,512,543,756,5858,"$8,880","$8,472","$17,208","$14,016","$6,144","$6,516","$9,072","$70,296","  66,211 ",67,46,37,35
20,AL,1039,Covington County,2p2c,740,893,1525,1395,578,1080,829,7039,"$8,880","$10,716","$18,300","$16,740","$6,936","$12,960","$9,948","$84,468","  66,211 ",67,46,37,35
20,AL,1039,Covington County,2p3c,986,1091,1591,1622,735,1245,935,8205,"$11,832","$13,092","$19,092","$19,464","$8,820","$14,940","$11,220","$98,460","  66,211 ",67,46,37,35
20,AL,1039,Covington County,2p4c,986,1335,1719,1849,822,1245,1146,9102,"$11,832","$16,020","$20,628","$22,188","$9,864","$14,940","$13,752","$109,224","  66,211 ",67,46,37,35
21,AL,1041,Crenshaw County,1p0c,560,363,1218,487,327,0,570,3526,"$6,720","$4,356","$14,616","$5,844","$3,924",$0,"$6,840","$42,312","  69,602 ",67,44,47,26
21,AL,1041,Crenshaw County,1p1c,740,535,1447,723,452,397,632,4926,"$8,880","$6,420","$17,364","$8,676","$5,424","$4,764","$7,584","$59,112","  69,602 ",67,44,47,26
21,AL,1041,Crenshaw County,1p2c,740,783,1580,959,539,765,712,6078,"$8,880","$9,396","$18,960","$11,508","$6,468","$9,180","$8,544","$72,936","  69,602 ",67,44,47,26
21,AL,1041,Crenshaw County,1p3c,901,1046,1677,1194,689,879,881,7267,"$10,812","$12,552","$20,124","$14,328","$8,268","$10,548","$10,572","$87,204","  69,602 ",67,44,47,26
21,AL,1041,Crenshaw County,1p4c,901,1281,1748,1430,772,879,1121,8132,"$10,812","$15,372","$20,976","$17,160","$9,264","$10,548","$13,452","$97,584","  69,602 ",67,44,47,26
21,AL,1041,Crenshaw County,2p0c,562,666,1384,975,435,0,686,4708,"$6,744","$7,992","$16,608","$11,700","$5,220",$0,"$8,232","$56,496","  69,602 ",67,44,47,26
21,AL,1041,Crenshaw County,2p1c,740,829,1509,1210,555,397,790,6031,"$8,880","$9,948","$18,108","$14,520","$6,660","$4,764","$9,480","$72,372","  69,602 ",67,44,47,26
21,AL,1041,Crenshaw County,2p2c,740,1049,1600,1446,633,765,834,7068,"$8,880","$12,588","$19,200","$17,352","$7,596","$9,180","$10,008","$84,816","  69,602 ",67,44,47,26
21,AL,1041,Crenshaw County,2p3c,901,1281,1667,1682,773,879,912,8094,"$10,812","$15,372","$20,004","$20,184","$9,276","$10,548","$10,944","$97,128","  69,602 ",67,44,47,26
21,AL,1041,Crenshaw County,2p4c,901,1568,1798,1917,874,879,1139,9076,"$10,812","$18,816","$21,576","$23,004","$10,488","$10,548","$13,668","$108,912","  69,602 ",67,44,47,26
22,AL,1043,Cullman County,1p0c,627,344,1132,470,344,0,561,3478,"$7,524","$4,128","$13,584","$5,640","$4,128",$0,"$6,732","$41,736","  72,331 ",67,25,43,18
22,AL,1043,Cullman County,1p1c,815,507,1350,697,468,605,668,5110,"$9,780","$6,084","$16,200","$8,364","$5,616","$7,260","$8,016","$61,320","  72,331 ",67,25,43,18
22,AL,1043,Cullman County,1p2c,815,741,1476,924,551,1192,822,6523,"$9,780","$8,892","$17,712","$11,088","$6,612","$14,304","$9,864","$78,276","  72,331 ",67,25,43,18
22,AL,1043,Cullman County,1p3c,1097,990,1569,1152,739,1373,1088,8007,"$13,164","$11,880","$18,828","$13,824","$8,868","$16,476","$13,056","$96,084","  72,331 ",67,25,43,18
22,AL,1043,Cullman County,1p4c,1097,1212,1637,1379,817,1373,1315,8830,"$13,164","$14,544","$19,644","$16,548","$9,804","$16,476","$15,780","$105,960","  72,331 ",67,25,43,18
22,AL,1043,Cullman County,2p0c,655,630,1295,941,455,0,675,4651,"$7,860","$7,560","$15,540","$11,292","$5,460",$0,"$8,100","$55,812","  72,331 ",67,25,43,18
22,AL,1043,Cullman County,2p1c,815,784,1415,1168,566,605,818,6170,"$9,780","$9,408","$16,980","$14,016","$6,792","$7,260","$9,816","$74,040","  72,331 ",67,25,43,18
22,AL,1043,Cullman County,2p2c,815,992,1502,1395,640,1192,910,7446,"$9,780","$11,904","$18,024","$16,740","$7,680","$14,304","$10,920","$89,352","  72,331 ",67,25,43,18
22,AL,1043,Cullman County,2p3c,1097,1212,1565,1622,818,1373,1059,8746,"$13,164","$14,544","$18,780","$19,464","$9,816","$16,476","$12,708","$104,952","  72,331 ",67,25,43,18
22,AL,1043,Cullman County,2p4c,1097,1484,1690,1849,914,1373,1296,9703,"$13,164","$17,808","$20,280","$22,188","$10,968","$16,476","$15,552","$116,436","  72,331 ",67,25,43,18
23,AL,1045,Dale County,1p0c,633,328,1094,487,340,0,553,3435,"$7,596","$3,936","$13,128","$5,844","$4,080",$0,"$6,636","$41,220","  67,776 ",67,59,52,31
23,AL,1045,Dale County,1p1c,740,483,1334,723,433,395,586,4694,"$8,880","$5,796","$16,008","$8,676","$5,196","$4,740","$7,032","$56,328","  67,776 ",67,59,52,31
23,AL,1045,Dale County,1p2c,740,707,1469,959,512,761,641,5789,"$8,880","$8,484","$17,628","$11,508","$6,144","$9,132","$7,692","$69,468","  67,776 ",67,59,52,31
23,AL,1045,Dale County,1p3c,1052,944,1566,1194,707,874,864,7201,"$12,624","$11,328","$18,792","$14,328","$8,484","$10,488","$10,368","$86,412","  67,776 ",67,59,52,31
23,AL,1045,Dale County,1p4c,1052,1156,1707,1430,782,874,1117,8117,"$12,624","$13,872","$20,484","$17,160","$9,384","$10,488","$13,404","$97,404","  67,776 ",67,59,52,31
23,AL,1045,Dale County,2p0c,636,601,1280,975,438,0,663,4593,"$7,632","$7,212","$15,360","$11,700","$5,256",$0,"$7,956","$55,116","  67,776 ",67,59,52,31
23,AL,1045,Dale County,2p1c,740,748,1407,1210,527,395,737,5765,"$8,880","$8,976","$16,884","$14,520","$6,324","$4,740","$8,844","$69,180","  67,776 ",67,59,52,31
23,AL,1045,Dale County,2p2c,740,947,1498,1446,597,761,772,6761,"$8,880","$11,364","$17,976","$17,352","$7,164","$9,132","$9,264","$81,132","  67,776 ",67,59,52,31
23,AL,1045,Dale County,2p3c,1052,1156,1634,1682,782,874,911,8090,"$12,624","$13,872","$19,608","$20,184","$9,384","$10,488","$10,932","$97,080","  67,776 ",67,59,52,31
23,AL,1045,Dale County,2p4c,1052,1416,1689,1917,874,874,1101,8922,"$12,624","$16,992","$20,268","$23,004","$10,488","$10,488","$13,212","$107,064","  67,776 ",67,59,52,31
24,AL,1047,Dallas County,1p0c,597,325,1015,470,326,0,517,3251,"$7,164","$3,900","$12,180","$5,640","$3,912",$0,"$6,204","$39,012","  52,453 ",67,48,8,62
24,AL,1047,Dallas County,1p1c,790,479,1228,697,449,543,605,4792,"$9,480","$5,748","$14,736","$8,364","$5,388","$6,516","$7,260","$57,504","  52,453 ",67,48,8,62
24,AL,1047,Dallas County,1p2c,790,701,1354,924,528,1080,715,6093,"$9,480","$8,412","$16,248","$11,088","$6,336","$12,960","$8,580","$73,116","  52,453 ",67,48,8,62
24,AL,1047,Dallas County,1p3c,961,936,1448,1152,672,1245,892,7305,"$11,532","$11,232","$17,376","$13,824","$8,064","$14,940","$10,704","$87,660","  52,453 ",67,48,8,62
24,AL,1047,Dallas County,1p4c,961,1146,1516,1379,746,1245,1115,8108,"$11,532","$13,752","$18,192","$16,548","$8,952","$14,940","$13,380","$97,296","  52,453 ",67,48,8,62
24,AL,1047,Dallas County,2p0c,600,596,1178,941,423,0,617,4355,"$7,200","$7,152","$14,136","$11,292","$5,076",$0,"$7,404","$52,260","  52,453 ",67,48,8,62
24,AL,1047,Dallas County,2p1c,790,742,1296,1168,542,543,751,5832,"$9,480","$8,904","$15,552","$14,016","$6,504","$6,516","$9,012","$69,984","  52,453 ",67,48,8,62
24,AL,1047,Dallas County,2p2c,790,939,1384,1395,612,1080,826,7025,"$9,480","$11,268","$16,608","$16,740","$7,344","$12,960","$9,912","$84,300","  52,453 ",67,48,8,62
24,AL,1047,Dallas County,2p3c,961,1147,1448,1622,746,1245,909,8077,"$11,532","$13,764","$17,376","$19,464","$8,952","$14,940","$10,908","$96,924","  52,453 ",67,48,8,62
24,AL,1047,Dallas County,2p4c,961,1404,1568,1849,837,1245,1115,8979,"$11,532","$16,848","$18,816","$22,188","$10,044","$14,940","$13,380","$107,748","  52,453 ",67,48,8,62
25,AL,1049,DeKalb County,1p0c,560,303,1146,487,305,0,533,3335,"$6,720","$3,636","$13,752","$5,844","$3,660",$0,"$6,396","$40,020","  59,225 ",67,66,26,55
25,AL,1049,DeKalb County,1p1c,740,446,1357,723,420,331,563,4580,"$8,880","$5,352","$16,284","$8,676","$5,040","$3,972","$6,756","$54,960","  59,225 ",67,66,26,55
25,AL,1049,DeKalb County,1p2c,740,653,1481,959,493,662,597,5585,"$8,880","$7,836","$17,772","$11,508","$5,916","$7,944","$7,164","$67,020","  59,225 ",67,66,26,55
25,AL,1049,DeKalb County,1p3c,1015,872,1572,1194,668,764,777,6862,"$12,180","$10,464","$18,864","$14,328","$8,016","$9,168","$9,324","$82,344","  59,225 ",67,66,26,55
25,AL,1049,DeKalb County,1p4c,1015,1067,1639,1430,737,764,984,7637,"$12,180","$12,804","$19,668","$17,160","$8,844","$9,168","$11,808","$91,644","  59,225 ",67,66,26,55
25,AL,1049,DeKalb County,2p0c,579,555,1301,975,401,0,635,4447,"$6,948","$6,660","$15,612","$11,700","$4,812",$0,"$7,620","$53,364","  59,225 ",67,66,26,55
25,AL,1049,DeKalb County,2p1c,740,691,1418,1210,507,331,705,5602,"$8,880","$8,292","$17,016","$14,520","$6,084","$3,972","$8,460","$67,224","  59,225 ",67,66,26,55
25,AL,1049,DeKalb County,2p2c,740,874,1504,1446,571,662,723,6521,"$8,880","$10,488","$18,048","$17,352","$6,852","$7,944","$8,676","$78,252","  59,225 ",67,66,26,55
25,AL,1049,DeKalb County,2p3c,1015,1068,1566,1682,737,764,822,7655,"$12,180","$12,816","$18,792","$20,184","$8,844","$9,168","$9,864","$91,860","  59,225 ",67,66,26,55
25,AL,1049,DeKalb County,2p4c,1015,1307,1691,1917,822,764,1003,8519,"$12,180","$15,684","$20,292","$23,004","$9,864","$9,168","$12,036","$102,228","  59,225 ",67,66,26,55
26,AL,1051,Elmore County,1p0c,699,352,1130,510,372,0,596,3658,"$8,388","$4,224","$13,560","$6,120","$4,464",$0,"$7,152","$43,896","  84,463 ",67,11,63,6
26,AL,1051,Elmore County,1p1c,953,519,1388,756,521,520,721,5379,"$11,436","$6,228","$16,656","$9,072","$6,252","$6,240","$8,652","$64,548","  84,463 ",67,11,63,6
26,AL,1051,Elmore County,1p2c,953,759,1595,1003,606,1012,899,6828,"$11,436","$9,108","$19,140","$12,036","$7,272","$12,144","$10,788","$81,936","  84,463 ",67,11,63,6
26,AL,1051,Elmore County,1p3c,1211,1014,1697,1249,788,1163,1165,8286,"$14,532","$12,168","$20,364","$14,988","$9,456","$13,956","$13,980","$99,432","  84,463 ",67,11,63,6
26,AL,1051,Elmore County,1p4c,1211,1241,1771,1495,868,1163,1407,9157,"$14,532","$14,892","$21,252","$17,940","$10,416","$13,956","$16,884","$109,884","  84,463 ",67,11,63,6
26,AL,1051,Elmore County,2p0c,797,645,1333,1020,511,0,755,5061,"$9,564","$7,740","$15,996","$12,240","$6,132",$0,"$9,060","$60,732","  84,463 ",67,11,63,6
26,AL,1051,Elmore County,2p1c,953,803,1533,1266,622,520,902,6599,"$11,436","$9,636","$18,396","$15,192","$7,464","$6,240","$10,824","$79,188","  84,463 ",67,11,63,6
26,AL,1051,Elmore County,2p2c,953,1017,1628,1512,697,1012,981,7800,"$11,436","$12,204","$19,536","$18,144","$8,364","$12,144","$11,772","$93,600","  84,463 ",67,11,63,6
26,AL,1051,Elmore County,2p3c,1211,1242,1697,1759,868,1163,1142,9081,"$14,532","$14,904","$20,364","$21,108","$10,416","$13,956","$13,704","$108,972","  84,463 ",67,11,63,6
26,AL,1051,Elmore County,2p4c,1211,1520,1752,2005,967,1163,1368,9986,"$14,532","$18,240","$21,024","$24,060","$11,604","$13,956","$16,416","$119,832","  84,463 ",67,11,63,6
27,AL,1053,Escambia County,1p0c,560,310,1120,470,308,0,526,3295,"$6,720","$3,720","$13,440","$5,640","$3,696",$0,"$6,312","$39,540","  57,329 ",67,45,11,57
27,AL,1053,Escambia County,1p1c,740,457,1343,697,424,556,613,4830,"$8,880","$5,484","$16,116","$8,364","$5,088","$6,672","$7,356","$57,960","  57,329 ",67,45,11,57
27,AL,1053,Escambia County,1p2c,740,669,1474,924,499,1112,729,6148,"$8,880","$8,028","$17,688","$11,088","$5,988","$13,344","$8,748","$73,776","  57,329 ",67,45,11,57
27,AL,1053,Escambia County,1p3c,946,893,1571,1152,651,1283,925,7421,"$11,352","$10,716","$18,852","$13,824","$7,812","$15,396","$11,100","$89,052","  57,329 ",67,45,11,57
27,AL,1053,Escambia County,1p4c,946,1094,1643,1379,722,1283,1142,8209,"$11,352","$13,128","$19,716","$16,548","$8,664","$15,396","$13,704","$98,508","  57,329 ",67,45,11,57
27,AL,1053,Escambia County,2p0c,606,569,1286,941,416,0,636,4454,"$7,272","$6,828","$15,432","$11,292","$4,992",$0,"$7,632","$53,448","  57,329 ",67,45,11,57
27,AL,1053,Escambia County,2p1c,740,708,1409,1168,513,556,754,5847,"$8,880","$8,496","$16,908","$14,016","$6,156","$6,672","$9,048","$70,164","  57,329 ",67,45,11,57
27,AL,1053,Escambia County,2p2c,740,896,1500,1395,579,1112,831,7053,"$8,880","$10,752","$18,000","$16,740","$6,948","$13,344","$9,972","$84,636","  57,329 ",67,45,11,57
27,AL,1053,Escambia County,2p3c,946,1094,1566,1622,722,1283,925,8159,"$11,352","$13,128","$18,792","$19,464","$8,664","$15,396","$11,100","$97,908","  57,329 ",67,45,11,57
